Embedding,Classifier,Accuracy_mean,Accuracy_std,F1_Macro_mean,F1_Macro_std,Precision_Macro_mean,Precision_Macro_std,Recall_Macro_mean,Recall_Macro_std,Training_Time_mean,Training_Time_sum
PCA,RandomForest,0.9396841569027,0.006577516912149755,0.9109666994393683,0.02214912019561254,0.9241954870766627,0.015406257010068182,0.9128042253483354,0.026962508799202988,1.8299281,18.299281
PCA,SVM,0.9293428425878757,0.008231929017564492,0.9080867220591224,0.02842616107641176,0.908822951742958,0.025635490913170324,0.9181638360909128,0.03118181143165655,14.9142236,149.142236
PCA,XGBoost,0.9402445236882324,0.007196539311828385,0.9190737112194712,0.017341425351336655,0.9182906752312625,0.01410543132603495,0.9259587765476569,0.022563836385868008,4.1269712,41.269712
