Embedding,Classifier,Accuracy_mean,Accuracy_std,F1_Macro_mean,F1_Macro_std,Precision_Macro_mean,Precision_Macro_std,Recall_Macro_mean,Recall_Macro_std,Training_Time_mean,Training_Time_sum
FA,RandomForest,0.9444218033622007,0.006360215095961827,0.9244225579936696,0.017251143665865783,0.9316076038016453,0.016670268285096605,0.9277255342127816,0.020776387021088367,1.1483596999999999,11.483597
FA,SVM,0.931584309730005,0.00491006857260176,0.9127879608584244,0.018602899684226803,0.9028273552000055,0.015996465317210044,0.9333614381459123,0.02166937029045237,7.359624999999999,73.59625
FA,XGBoost,0.9452368823229751,0.006485025115954592,0.9288299401900719,0.01854981814297233,0.9272110425785346,0.019610332149836422,0.9367655682291284,0.020386599803425002,3.4068163,34.068163
